Customer_Ref,Customer_Hash,City,State_Full,Customer_Key
DE-CUST-1028,0x885251a2,Passau,Sachsen,4359
DE-CUST-5439,0xe692aa91,Kleve,Berlin,4360
DE-CUST-4462,0x3d8fd2ff,Waldmünchen,Bayern,4361
DE-CUST-1009,0x9e5ea05f,Steinfurt,Sachsen,4362
DE-CUST-740,0xdb746069,Aue,Nordrhein-Westfalen,4363
DE-CUST-389,0x609d0d8c,Moers,Bayern,4364
DE-CUST-8741,0xe69055c8,Spremberg,Nordrhein-Westfalen,4365
DE-CUST-691,0x29c714b9,Wittstock,Berlin,4366
DE-CUST-2210,0xf2847a73,Dessau,Berlin,4367
DE-CUST-3850,0x90c57d5f,Karlsruhe,Berlin,4368
DE-CUST-9605,0xcad816a7,Kronach,,4369
DE-CUST-7939,0x958fe030,Bayreuth,Berlin,4370
DE-CUST-81,0x87565edf,Geithain,Nordrhein-Westfalen,4371
DE-CUST-1801,0x8a0deb41,Ahaus,Hessen,4372
DE-CUST-8461,0xa12bb03,Freital,Berlin,4373
DE-CUST-9237,0xd8c761c1,Ebersberg,Berlin,4374
DE-CUST-3212,0x90c117f5,Darmstadt,Sachsen,4375
DE-CUST-4496,0x1efc665e,Torgau,Nordrhein-Westfalen,4376
DE-CUST-5701,0xdfedc8af,Wolfratshausen,Nordrhein-Westfalen,4377
DE-CUST-7245,0x453afec8,Kitzingen,Berlin,4378
DE-CUST-3338,0x7eb03e60,Freudenstadt,Berlin,4379
DE-CUST-4064,0xd6fbe70e,Neustrelitz,Hessen,4380
DE-CUST-6866,0x362a5474,Gera,Berlin,4381
DE-CUST-5579,0x2bc3ccbd,Lörrach,Berlin,4382
DE-CUST-9949,0x2cec78e8,Forst,,4383
DE-CUST-6402,0x576641a0,Reutlingen,Hessen,4384
DE-CUST-9694,0x70228e12,Lippstadt,Sachsen,4385
DE-CUST-9291,0x33c10e4d,Grevenbroich,Nordrhein-Westfalen,4386
DE-CUST-6505,0x23b02f11,Schmölln,Bayern,4387
DE-CUST-7337,0x984fff2b,Kronach,Nordrhein-Westfalen,4388
DE-CUST-7659,0x2da55a80,Parchim,Bayern,4389
DE-CUST-3713,0x64dba500,Hohenmölsen,,4390
DE-CUST-4875,0xc3240b4d,Melsungen,Berlin,4391
DE-CUST-7136,0x66af2b28,Miltenberg,Berlin,4392
DE-CUST-1355,0xfd9a7c54,Göttingen,Sachsen,4393
DE-CUST-3658,0xf946015e,Rottweil,Hessen,4394
DE-CUST-1336,0x7d94f314,Lüneburg,Nordrhein-Westfalen,4395
DE-CUST-1977,0x538fe8b0,Kusel,Nordrhein-Westfalen,4396
DE-CUST-1418,0xd52e3879,Neunburg vorm Wald,Berlin,4397
DE-CUST-8982,0x89e1637a,Tübingen,Nordrhein-Westfalen,4398
DE-CUST-3893,0x91150197,Herford,Hessen,4399
DE-CUST-9082,0xcc50515d,Göppingen,Sachsen,4400
DE-CUST-9414,0xa3fdd90d,Burglengenfeld,,4401
DE-CUST-6624,0x334aa35d,Waldmünchen,Sachsen,4402
DE-CUST-3192,0x83a2aeb0,Iserlohn,Bayern,4403
DE-CUST-6871,0x169abbf7,Wolfratshausen,Bayern,4404
DE-CUST-6566,0x22d458c,Wittenberg,Bayern,4405
DE-CUST-7060,0x214d565d,Aschaffenburg,Berlin,4406
DE-CUST-8018,0x58a5aa39,Hünfeld,Sachsen,4407
DE-CUST-2606,0xb845de3c,Kronach,Nordrhein-Westfalen,4408
DE-CUST-6863,0x6e60d948,Neuruppin,Nordrhein-Westfalen,4409
DE-CUST-5967,0x19685847,Rottweil,Hessen,4410
DE-CUST-8718,0x50f73b09,Günzburg,Nordrhein-Westfalen,4411
DE-CUST-6582,0xabadb2ab,Bad Freienwalde,Nordrhein-Westfalen,4412
DE-CUST-8210,0x3f5ffbca,Neustadtner Waldnaab,Nordrhein-Westfalen,4413
DE-CUST-564,0xc31ffc6f,Säckingen,Nordrhein-Westfalen,4414
DE-CUST-3865,0xee3952ea,Gera,Hessen,4415
DE-CUST-6189,0x77c04240,Rudolstadt,Hessen,4416
DE-CUST-8150,0x34746887,Vilsbiburg,,4417
DE-CUST-3792,0x91796ba,Wertingen,Bayern,4418
DE-CUST-1093,0xf57609d5,Niesky,Bayern,4419
DE-CUST-4984,0x93d3ca92,Konstanz,,4420
DE-CUST-4932,0x4e779cfb,Saulgau,Berlin,4421
DE-CUST-4275,0xc4861414,Paderborn,Berlin,4422
DE-CUST-1396,0xa3feef32,Rothenburg ob der Tauber,Sachsen,4423
DE-CUST-4116,0xfad00b8e,Calau,Hessen,4424
DE-CUST-3111,0x4ed5476f,Crailsheim,Nordrhein-Westfalen,4425
DE-CUST-1618,0xb4abb76a,Helmstedt,Hessen,4426
DE-CUST-3704,0xb6fe082c,Riesa,Sachsen,4427
DE-CUST-8569,0x4ec1fa3b,Freudenstadt,Bayern,4428
DE-CUST-803,0xba48f66b,Hohenmölsen,Berlin,4429
DE-CUST-8673,0x8cad1de9,Tübingen,,4430
DE-CUST-4697,0x60f75915,Groß-Gerau,Sachsen,4431
DE-CUST-5055,0xaf16bb63,Saarlouis,Bayern,4432
DE-CUST-1582,0xc70fa2e,Ueckermünde,Nordrhein-Westfalen,4433
DE-CUST-4381,0xbef247a1,Flöha,Nordrhein-Westfalen,4434
DE-CUST-9644,0xdedb9286,Artern,Sachsen,4435
DE-CUST-4127,0xd4bcc9ce,Celle,,4436
DE-CUST-680,0x5c2c495e,Duderstadt,Berlin,4437
DE-CUST-9149,0xe0bd1eed,Mühldorf am Inn,Nordrhein-Westfalen,4438
DE-CUST-3753,0x29a4c91d,Brilon,Nordrhein-Westfalen,4439
DE-CUST-5230,0xbbe32d95,Parchim,Hessen,4440
DE-CUST-52,0x35980dd8,Koblenz,,4441
DE-CUST-9444,0x4011dbcf,Böblingen,Sachsen,4442
DE-CUST-8542,0x6cb0b0c8,Demmin,Nordrhein-Westfalen,4443
DE-CUST-6191,0x300c969b,Hofgeismar,,4444
DE-CUST-5838,0x2ef06848,Soltau,Berlin,4445
DE-CUST-7205,0x6dec29c6,Jüterbog,Nordrhein-Westfalen,4446
DE-CUST-3167,0xb57f5c42,Steinfurt,,4447
DE-CUST-7000,0x41ae2dab,Riesa,Bayern,4448
DE-CUST-5456,0xe2f36be4,Werdau,Hessen,4449
DE-CUST-6141,0x418c7898,Seelow,Bayern,4450
DE-CUST-4949,0x5c6dee1f,Neustadt am Rübenberge,Bayern,4451
DE-CUST-5541,0xcff57bd7,Wolfratshausen,,4452
DE-CUST-3053,0x7fa8b1ac,Vechta,Nordrhein-Westfalen,4453
DE-CUST-1658,0x5b59d3cf,Viechtach,Sachsen,4454
DE-CUST-1547,0x944d505f,Schwerin,Hessen,4455
DE-CUST-4087,0x53613eab,Rastatt,Nordrhein-Westfalen,4456
DE-CUST-8642,0xdb027d83,Weimar,Nordrhein-Westfalen,4457
DE-CUST-3381,0x9e8b2cd5,Emmendingen,Hessen,4458
DE-CUST-6161,0xc147aa42,Bergzabern,Sachsen,4459
DE-CUST-4245,0x10494cb2,Kulmbach,Nordrhein-Westfalen,4460
DE-CUST-6032,0x50114617,Großenhain,Berlin,4461
DE-CUST-8269,0x8194b21a,Rottweil,Berlin,4462
DE-CUST-1334,0xfdadee7,Viersen,Bayern,4463
DE-CUST-9585,0x6651a0f4,Sondershausen,Sachsen,4464
DE-CUST-7456,0x3b5dfdb4,Bad Liebenwerda,Hessen,4465
DE-CUST-786,0x97963aa8,Belzig,Sachsen,4466
DE-CUST-105,0x8fec586f,Kelheim,Nordrhein-Westfalen,4467
DE-CUST-4255,0x8ec0a006,Hansestadttralsund,Sachsen,4468
DE-CUST-2450,0xb10c48af,Niesky,Bayern,4469
DE-CUST-9196,0xb96e6d6b,Einbeck,Berlin,4470
DE-CUST-696,0x634b4a80,Hohenstein-Ernstthal,Nordrhein-Westfalen,4471
DE-CUST-7867,0x3422532d,Calau,Sachsen,4472
DE-CUST-5958,0x98cf2911,Beilngries,Hessen,4473
DE-CUST-2788,0xd9c5130a,Koblenz,Nordrhein-Westfalen,4474
DE-CUST-169,0x78b9e848,Marienberg,Nordrhein-Westfalen,4475
DE-CUST-2274,0x9b19083d,Regensburg,Bayern,4476
DE-CUST-9135,0xb04b6654,Ochsenfurt,,4477
DE-CUST-2112,0x50d0bfd8,Ravensburg,Hessen,4478
DE-CUST-4672,0xfc297958,Gunzenhausen,Hessen,4479
DE-CUST-8516,0x6f40d3fc,Bogen,Berlin,4480
DE-CUST-6573,0x4ab2d670,Pinneberg,Hessen,4481
DE-CUST-9877,0xf0ae17b6,Rottweil,Hessen,4482
DE-CUST-4559,0x2045d0c8,Koblenz,,4483
DE-CUST-1982,0x7b1c7302,Hoyerswerda,,4484
DE-CUST-1652,0x19de1ce6,Hersbruck,Bayern,4485
DE-CUST-7166,0xe1cfa915,Gifhorn,Berlin,4486
DE-CUST-5712,0xbe3b46b3,Düren,Sachsen,4487
DE-CUST-1123,0x63fedf88,Goslar,Nordrhein-Westfalen,4488
DE-CUST-287,0x1abc2b24,Wurzen,Hessen,4489
DE-CUST-7765,0x819bc51b,Uelzen,Hessen,4490
DE-CUST-4643,0x8adf7a8d,Mallersdorf,Berlin,4491
DE-CUST-4360,0xa90e8270,Karlsruhe,Berlin,4492
DE-CUST-269,0x9ec60a1f,Peine,Hessen,4493
DE-CUST-5323,0xf69bf728,Wolfratshausen,Sachsen,4494
DE-CUST-1609,0xa29fd854,Kehl,Nordrhein-Westfalen,4495
DE-CUST-886,0x74f601c0,Nauen,Sachsen,4496
DE-CUST-978,0xa91f9c33,Ahaus,Bayern,4497
DE-CUST-8232,0xff7c5da2,Guben,Bayern,4498
DE-CUST-2298,0xfd2d86d9,Koblenz,Nordrhein-Westfalen,4499
DE-CUST-33,0x33ab5c91,Zossen,Hessen,4500
DE-CUST-2425,0x23013d1f,Beilngries,Berlin,4501
DE-CUST-4280,0x9ed8ba9f,Finsterwalde,Hessen,4502
DE-CUST-9295,0x1bbca8e0,Jessen,Hessen,4503
DE-CUST-9424,0xec8f3060,Anklam,Berlin,4504
DE-CUST-5868,0x550c955f,Bitterfeld,Sachsen,4505
DE-CUST-9483,0x878b1c49,Pfaffenhofen an der Ilm,Sachsen,4506
DE-CUST-2453,0x4b6a4afd,Neustadt am Rübenberge,Bayern,4507
DE-CUST-3157,0x88e92ac6,Grafenau,Berlin,4508
DE-CUST-224,0xd5c1593c,Kehl,Sachsen,4509
DE-CUST-1360,0x78a89339,Beeskow,Berlin,4510
DE-CUST-3006,0x8ce7824b,Bergzabern,Bayern,4511
DE-CUST-9827,0x96735f2d,Hettstedt,Bayern,4512
DE-CUST-4214,0x8e950d30,Rochlitz,Sachsen,4513
DE-CUST-2841,0x66f701eb,Reutlingen,Hessen,4514
DE-CUST-9710,0xf5662e58,Stuttgart,Hessen,4515
DE-CUST-4525,0x5f2511e3,Kaiserslautern,Berlin,4516
DE-CUST-3066,0x34aed8b7,Groß-Gerau,Berlin,4517
DE-CUST-6555,0x9ab5a429,Zossen,Bayern,4518
DE-CUST-9037,0x4e08d6bb,Coburg,Berlin,4519
DE-CUST-8431,0x972d0630,Auerbach,Sachsen,4520
DE-CUST-286,0x6d3cdcb4,Koblenz,Hessen,4521
DE-CUST-5447,0x7c42efc3,Goslar,Hessen,4522
DE-CUST-2319,0x152334bf,Altötting,Berlin,4523
DE-CUST-7767,0xcc87d37b,Hammelburg,Hessen,4524
DE-CUST-2351,0xc8cbf394,Zerbst,Berlin,4525
DE-CUST-2180,0xfa1279c5,Marktheidenfeld,Hessen,4526
DE-CUST-5610,0x81f16351,Sternberg,Nordrhein-Westfalen,4527
DE-CUST-3082,0x62596376,Deggendorf,Hessen,4528
DE-CUST-2249,0xfa6c506f,Neustadt am Rübenberge,Bayern,4529
DE-CUST-2386,0xb1385a40,Goslar,Berlin,4530
DE-CUST-8560,0xa1ad075a,Bautzen,Nordrhein-Westfalen,4531
DE-CUST-684,0x8c2c6b1a,München,Berlin,4532
DE-CUST-7322,0xf40e70bc,Emmendingen,Berlin,4533
DE-CUST-7193,0xc003c27c,Düren,Nordrhein-Westfalen,4534
DE-CUST-4503,0xb1e944ae,Schrobenhausen,Sachsen,4535
DE-CUST-7797,0xf49255d,Olpe,,4536
DE-CUST-7335,0x3ed52448,Klötze,Berlin,4537
DE-CUST-4898,0x171c83c2,Ebermannstadt,Bayern,4538
DE-CUST-7689,0xc7049e17,Monschau,Berlin,4539
DE-CUST-7435,0xe9e0ae1d,Monschau,Hessen,4540
DE-CUST-3487,0x4e40952f,Malchin,Sachsen,4541
DE-CUST-6209,0x961eae25,Hainichen,Hessen,4542
DE-CUST-6241,0x7d8ce7d1,Vechta,Nordrhein-Westfalen,4543
DE-CUST-8690,0x99b3b18b,Eberswalde,,4544
DE-CUST-6953,0xc253bb80,Oranienburg,Nordrhein-Westfalen,4545
DE-CUST-3690,0xd902fff3,Siegen,Nordrhein-Westfalen,4546
DE-CUST-7228,0x63d63b95,Soest,Nordrhein-Westfalen,4547
DE-CUST-6704,0xa77b7dfa,Paderborn,Berlin,4548
DE-CUST-2440,0x88ae0ff2,Einbeck,Bayern,4549
DE-CUST-6046,0x880bca0d,Malchin,Berlin,4550
DE-CUST-9773,0x93ba214b,Hünfeld,Bayern,4551
DE-CUST-6996,0xa49b792e,Paderborn,Sachsen,4552
DE-CUST-8822,0x4ee75c4a,Demmin,Nordrhein-Westfalen,4553
DE-CUST-9607,0x401138cb,Cottbus,Berlin,4554
DE-CUST-9193,0xe381034c,Güstrow,Hessen,4555
DE-CUST-395,0x2386e520,Hagenow,Bayern,4556
DE-CUST-3666,0x8269299c,Lobenstein,Hessen,4557
DE-CUST-5374,0xf91a7bcf,Tübingen,Bayern,4558
DE-CUST-641,0x5d4cec42,Magdeburg,Hessen,4559
DE-CUST-4574,0xbfbd22ce,Niesky,,4560
DE-CUST-3418,0xdb048f0c,Dieburg,Nordrhein-Westfalen,4561
DE-CUST-107,0x9fadcc95,Aurich,Bayern,4562
DE-CUST-3990,0x4863e57d,Sankt Goar,Sachsen,4563
DE-CUST-9184,0x16ac0bd8,Wismar,Bayern,4564
DE-CUST-4562,0x7b6cd122,Grevesmühlen,Nordrhein-Westfalen,4565
DE-CUST-8478,0x84d646d9,Eilenburg,Berlin,4566
DE-CUST-5170,0xb270f808,Wanzleben,Hessen,4567
DE-CUST-83,0xb164fc24,Biedenkopf,Berlin,4568
DE-CUST-9351,0xaecc553f,Neuruppin,Nordrhein-Westfalen,4569
DE-CUST-9251,0x1dcd8daa,Greiz,Hessen,4570
DE-CUST-1029,0xe4618c7,Neubrandenburg,Nordrhein-Westfalen,4571
DE-CUST-6247,0x61d91c15,Saarlouis,Sachsen,4572
DE-CUST-1961,0xe20fdb65,Coburg,Sachsen,4573
DE-CUST-4013,0x16e71c16,Strausberg,Hessen,4574
DE-CUST-1014,0xb93e2c96,Weimar,Sachsen,4575
DE-CUST-2472,0x1525346c,Roding,Nordrhein-Westfalen,4576
DE-CUST-6024,0x3a86d851,Donaueschingen,Berlin,4577
DE-CUST-6684,0x3eb11ae,Kulmbach,Bayern,4578
DE-CUST-3088,0x1396d192,Bayreuth,,4579
DE-CUST-9701,0x34787c1a,Hansestadttralsund,Hessen,4580
DE-CUST-3371,0x1639fea6,Hainichen,Nordrhein-Westfalen,4581
DE-CUST-4738,0xc8896fe0,Gunzenhausen,Sachsen,4582
DE-CUST-4570,0xcc274787,Eggenfelden,Bayern,4583
DE-CUST-5921,0xb8be9d12,Gräfenhainichen,Sachsen,4584
DE-CUST-5309,0x158f3035,Nördlingen,Sachsen,4585
DE-CUST-8181,0xeffed745,Hofgeismar,Bayern,4586
DE-CUST-6709,0xf47f3fc9,Augsburg,Nordrhein-Westfalen,4587
DE-CUST-9113,0x20e5698e,Oberviechtach,Berlin,4588
DE-CUST-85,0x6de299c7,Rudolstadt,Nordrhein-Westfalen,4589
DE-CUST-2035,0x3caad585,Nürtingen,Bayern,4590
DE-CUST-5207,0x31ec85f1,Cloppenburg,Sachsen,4591
DE-CUST-5869,0xd2be7176,Plauen,Bayern,4592
DE-CUST-136,0x97231816,Tirschenreuth,Berlin,4593
DE-CUST-4402,0xb3f55b1a,Herford,Nordrhein-Westfalen,4594
DE-CUST-938,0xf46a8d77,Tecklenburg,,4595
DE-CUST-186,0xa33582e0,Main-Höchst,Hessen,4596
DE-CUST-2275,0x2fdd7a56,Deggendorf,,4597
DE-CUST-3451,0xcf7bc54f,Soltau,Nordrhein-Westfalen,4598
DE-CUST-5798,0x9cc7e12e,Wittstock,Hessen,4599
DE-CUST-3544,0x588c3486,Dieburg,Hessen,4600
DE-CUST-249,0x1bed2899,Calau,Hessen,4601
DE-CUST-4469,0x1fbe5d7f,Kyritz,Bayern,4602
DE-CUST-5247,0x7bef1459,Sömmerda,,4603
DE-CUST-1247,0xf57a91d2,Lichtenfels,Bayern,4604
DE-CUST-6109,0x9bb3ea27,Heinsberg,Nordrhein-Westfalen,4605
DE-CUST-9399,0xb2f9de73,Neuss,Berlin,4606
DE-CUST-8893,0x1a304409,Deggendorf,Sachsen,4607
DE-CUST-6467,0xae4edba0,Tübingen,Berlin,4608
DE-CUST-5128,0xe5174171,Finsterwalde,Bayern,4609
DE-CUST-9207,0x5cd23f64,Demmin,Nordrhein-Westfalen,4610
DE-CUST-2177,0x64936e03,Wesel,Nordrhein-Westfalen,4611
DE-CUST-4892,0xcc12353d,Pinneberg,Nordrhein-Westfalen,4612
DE-CUST-7823,0xb620023b,Dinkelsbühl,Bayern,4613
DE-CUST-5924,0x16991a78,Bergzabern,Bayern,4614
DE-CUST-3517,0x8961e85c,Fürstenwalde,Bayern,4615
DE-CUST-2213,0x706be2b3,Rothenburg ob der Tauber,Nordrhein-Westfalen,4616
DE-CUST-3240,0xe87894a6,Gifhorn,Hessen,4617
DE-CUST-4055,0xeb0c972a,Oschatz,Sachsen,4618
DE-CUST-7520,0x5b980442,Peine,Hessen,4619
DE-CUST-2223,0x4db5017d,Schongau,Berlin,4620
DE-CUST-8160,0x507623b0,Reutlingen,Bayern,4621
DE-CUST-5212,0xe66b91ca,Eberswalde,Sachsen,4622
DE-CUST-97,0x8d5297c5,Kamenz,Nordrhein-Westfalen,4623
DE-CUST-6451,0xca6c1a97,Wolmirstedt,Hessen,4624
DE-CUST-3728,0xdc66c427,Bautzen,Hessen,4625
DE-CUST-8551,0x60281087,Sebnitz,Hessen,4626
DE-CUST-8493,0x61bb800c,Kitzingen,,4627
DE-CUST-6533,0x9685dbfa,Kelheim,Nordrhein-Westfalen,4628
DE-CUST-2717,0xff0a0a20,Kemnath,Bayern,4629
DE-CUST-9840,0x92c1b703,Gotha,Berlin,4630
DE-CUST-5682,0xe303b138,Ebermannstadt,Hessen,4631
DE-CUST-7959,0x1e119b08,Halberstadt,Nordrhein-Westfalen,4632
DE-CUST-747,0x3db8d785,Bayreuth,Sachsen,4633
DE-CUST-9805,0x73c11267,Hildesheim,Hessen,4634
DE-CUST-8913,0x387e343f,Nürtingen,Berlin,4635
DE-CUST-8241,0x8e17f6a0,Döbeln,Berlin,4636
DE-CUST-2832,0xd437fc7d,Kötzting,Sachsen,4637
DE-CUST-3308,0x99f76cf9,Gransee,Nordrhein-Westfalen,4638
DE-CUST-1985,0xc73dc443,Eggenfelden,Berlin,4639
DE-CUST-5109,0x755c527,Cottbus,Berlin,4640
DE-CUST-7477,0x6d9fcf86,Zschopau,Berlin,4641
DE-CUST-3591,0xf94064e,Freising,Nordrhein-Westfalen,4642
DE-CUST-8300,0xa9f2c766,Lübben,Hessen,4643
DE-CUST-1565,0x42426d2c,Kassel,Sachsen,4644
DE-CUST-2102,0xec1adfe0,Backnang,Sachsen,4645
DE-CUST-4741,0x9ae45ff9,Wolfach,Nordrhein-Westfalen,4646
DE-CUST-6380,0xe968b55d,Freising,Nordrhein-Westfalen,4647
DE-CUST-2623,0x8ac44626,Ebersberg,Nordrhein-Westfalen,4648
DE-CUST-8848,0x26b45c60,Badalzungen,Berlin,4649
DE-CUST-8351,0x68cf20ba,Rosenheim,Bayern,4650
DE-CUST-6836,0xa16add75,Hohenstein-Ernstthal,Bayern,4651
DE-CUST-4331,0xfb3e6fb1,Chemnitz,,4652
DE-CUST-6421,0x2241a3e5,Schrobenhausen,Sachsen,4653
DE-CUST-4965,0x4757d87d,Hettstedt,Hessen,4654
DE-CUST-3667,0x5afa29ec,Mayen,Hessen,4655
DE-CUST-4198,0x5951ff59,Altentreptow,Bayern,4656
DE-CUST-9072,0x4927019c,Zeulenroda,Sachsen,4657
DE-CUST-9845,0xc752d772,Nürtingen,Bayern,4658
DE-CUST-7233,0xa2738253,Main-Höchst,Sachsen,4659
DE-CUST-2766,0x1783f172,Gerolzhofen,Bayern,4660
DE-CUST-1449,0x2d91381,Mühldorf am Inn,Hessen,4661
DE-CUST-5395,0x1f9bf6ca,Roding,Sachsen,4662
DE-CUST-3225,0xfb44d0d3,Bogen,Hessen,4663
DE-CUST-1287,0xb0440b39,Altentreptow,Berlin,4664
DE-CUST-1532,0xc7014937,Nürtingen,Bayern,4665
DE-CUST-8835,0x521b863,Bad Mergentheim,Hessen,4666
DE-CUST-3717,0xc4a380ba,Euskirchen,Bayern,4667
DE-CUST-4959,0x63d48fee,Pößneck,Hessen,4668
DE-CUST-5134,0x31e9f1b4,Hohenmölsen,Berlin,4669
DE-CUST-3873,0xaceb31eb,Wittenberg,Bayern,4670
DE-CUST-802,0xce215b19,Illertissen,Berlin,4671
DE-CUST-3868,0xfc862f3a,Forchheim,Sachsen,4672
DE-CUST-9101,0xff2d7a92,Beeskow,Bayern,4673
DE-CUST-9940,0xe0103309,Germersheim,Sachsen,4674
DE-CUST-8471,0x2c486854,Olpe,Bayern,4675
DE-CUST-5507,0xab4d0966,Lemgo,Hessen,4676
DE-CUST-8130,0x271249e5,Dinkelsbühl,Bayern,4677
DE-CUST-7268,0xa1f3884c,Soltau,Berlin,4678
DE-CUST-222,0xed4bc07b,Soest,Berlin,4679
DE-CUST-7753,0x3c176a91,Osterode am Harz,Bayern,4680
DE-CUST-2000,0xcb007e66,Pirmasens,Bayern,4681
DE-CUST-7104,0x815aa50,Werdau,Nordrhein-Westfalen,4682
DE-CUST-2721,0xfce9dce,Parsberg,Hessen,4683
DE-CUST-5337,0x3537bae2,Mettmann,Hessen,4684
DE-CUST-6185,0xe2f4ba12,Wolmirstedt,Sachsen,4685
DE-CUST-7919,0x63707d62,Hamburg,Bayern,4686
DE-CUST-3913,0x853a17ff,Helmstedt,Sachsen,4687
DE-CUST-6993,0xf127b12a,Ebersberg,Nordrhein-Westfalen,4688
DE-CUST-7694,0x1d0510b7,Sulzbach-Rosenberg,Hessen,4689
DE-CUST-5300,0xd1f34f44,Germersheim,Hessen,4690
DE-CUST-2737,0xfa26b7ef,Lippstadt,Hessen,4691
DE-CUST-594,0xd8aeb519,Beeskow,Sachsen,4692
DE-CUST-1236,0x6d9ca078,Torgau,Berlin,4693
DE-CUST-1164,0xe0b07c2,Güstrow,Nordrhein-Westfalen,4694
DE-CUST-3264,0xe8e3d3a,Miesbach,Sachsen,4695
DE-CUST-4391,0x2cdfca8c,Badalzungen,Nordrhein-Westfalen,4696
DE-CUST-2684,0x83e30a55,Kemnath,Berlin,4697
DE-CUST-679,0x31f64406,Greifswald,Sachsen,4698
DE-CUST-1147,0x4c8fbff8,Amberg,Bayern,4699
DE-CUST-5292,0x3156ed17,Helmstedt,Berlin,4700
DE-CUST-9324,0x87d891b,Grevenbroich,Hessen,4701
DE-CUST-7430,0x30323c96,Stade,Berlin,4702
DE-CUST-7421,0xad012ff4,Gardelegen,Bayern,4703
DE-CUST-9660,0xd44ea411,Rothenburg ob der Tauber,Nordrhein-Westfalen,4704
DE-CUST-7946,0xe101d494,Lübeck,Bayern,4705
DE-CUST-3684,0xdc59b0ad,Monschau,Sachsen,4706
DE-CUST-3839,0xb41011aa,Badoberan,Sachsen,4707
DE-CUST-7096,0x35b8dc0a,Mühlhausen,Sachsen,4708
DE-CUST-3102,0x77086164,Sondershausen,Sachsen,4709
DE-CUST-1695,0xaf554ae7,Cloppenburg,Nordrhein-Westfalen,4710
DE-CUST-6828,0xa56bb857,Lübeck,Berlin,4711
DE-CUST-358,0x24a7ff24,Ingolstadt,Sachsen,4712
DE-CUST-5316,0x90c1c42d,Gera,Bayern,4713
DE-CUST-9978,0x6d747216,Mainburg,Bayern,4714
DE-CUST-1189,0xdb22a516,Erfurt,Sachsen,4715
DE-CUST-9318,0x3a4a20ff,Wurzen,Berlin,4716
DE-CUST-1844,0x276702b8,Bad Mergentheim,Nordrhein-Westfalen,4717
DE-CUST-7338,0xb46275cf,Eisenach,Bayern,4718
DE-CUST-4404,0xa7d26161,Holzminden,Sachsen,4719
DE-CUST-1807,0xa3305e83,Zschopau,Berlin,4720
DE-CUST-4175,0xd387f9ba,Regen,Nordrhein-Westfalen,4721
DE-CUST-8920,0xce21aa88,Ebermannstadt,Nordrhein-Westfalen,4722
DE-CUST-5416,0x13f72a6b,Sangerhausen,Berlin,4723
DE-CUST-5866,0x89330ec8,Hoyerswerda,Bayern,4724
DE-CUST-7351,0x5a48ca4,Melsungen,,4725
DE-CUST-8468,0xea98acbe,Staffelstein,Berlin,4726
DE-CUST-6780,0xb76875e1,Bad Freienwalde,Nordrhein-Westfalen,4727
DE-CUST-4062,0x32bf8e20,Vilsbiburg,,4728
DE-CUST-3239,0x7ae964a7,Prenzlau,Sachsen,4729
DE-CUST-1058,0xe1172d5e,Artern,Sachsen,4730
DE-CUST-3098,0x6822331,Bayreuth,Sachsen,4731
DE-CUST-8359,0xbb0b580,Dieburg,Sachsen,4732
DE-CUST-7243,0x677808e2,Cloppenburg,Berlin,4733
DE-CUST-183,0xc3512997,Havelberg,,4734
DE-CUST-5216,0x74b2fc5f,Großenhain,Sachsen,4735
DE-CUST-2134,0x5837418a,Mayen,Sachsen,4736
DE-CUST-7399,0xcd75d579,Eisenach,Hessen,4737
DE-CUST-6360,0x69a78a45,Holzminden,Sachsen,4738
DE-CUST-7363,0x21c050c5,Olpe,Berlin,4739
DE-CUST-7039,0xda5faba5,Gunzenhausen,Nordrhein-Westfalen,4740
DE-CUST-7390,0x60a6ad68,Nürtingen,,4741
DE-CUST-9141,0x3b614b89,Garmisch-Partenkirchen,Sachsen,4742
DE-CUST-772,0x69731b48,Weißenfels,Bayern,4743
DE-CUST-5829,0x2799857e,Wismar,Nordrhein-Westfalen,4744
DE-CUST-7902,0x8d4d4f40,Uelzen,Berlin,4745
DE-CUST-7440,0x270c0b4,Iserlohn,Nordrhein-Westfalen,4746
DE-CUST-1632,0x713cf147,Gütersloh,,4747
DE-CUST-2786,0xefcb5b56,Ribnitz-Damgarten,Nordrhein-Westfalen,4748
DE-CUST-4206,0x9b7cacca,Beeskow,Bayern,4749
DE-CUST-9855,0x4449602c,Querfurt,Hessen,4750
DE-CUST-8463,0x8427ebc8,Freudenstadt,Sachsen,4751
DE-CUST-7840,0x18829b67,Luckau,Hessen,4752
DE-CUST-5115,0xb818f12c,Gerolzhofen,Bayern,4753
DE-CUST-5584,0xa21dca7,Bremen,Berlin,4754
DE-CUST-6817,0x78d48a08,Rathenow,Berlin,4755
DE-CUST-6029,0xd1a4be61,Weimar,Sachsen,4756
DE-CUST-5804,0x1e9b9ff9,Düren,Bayern,4757
DE-CUST-3335,0x35d002d0,Gotha,Sachsen,4758
DE-CUST-7685,0x92d7e171,Illertissen,Nordrhein-Westfalen,4759
DE-CUST-6342,0x9203dd8c,Bitterfeld,Bayern,4760
DE-CUST-3288,0x54c0caa2,Gießen,Berlin,4761
DE-CUST-850,0xb9943bc3,Amberg,Berlin,4762
DE-CUST-2966,0x7925a714,Apolda,Bayern,4763
